"ID_AE","ID_RD","Population","Tree_type","Vegetation_type","Country","Division","District","Upazila","Union","location_notes","Latitude","Longitude","BFI_zone","FAO_biome","WWF_Eco_zone","X","Unit_X","Z","Unit_Z","W","Unit_W","U","Unit_U","V","Unit_V","Mean_X","Min_X","Max_X","Mean_Z","Min_Z","Max_Z","Mean_W","Min_W","Max_W","Output","Output_TR","Unit_Y","Min_age","Max_age","Av_age","B","Bd","Bg","Bt","L","Rb","Rf","Rm","S","T","F","Family","Genus","Species","Subspecies","Species_local_name_latin","Species_local_name_iso","Equation","Sample_size","Top_dob","Top_girth_over_bark","Stump_height","Reference","Label","R2","R2_Adjusted","Corrected_for_bias","MSE","RMSE","SEY","SEE","AIC","FI","Bias_correction","Ratio_equation","Segmented_equation","Contributor","Operator","Remark","Contact","Verified"
559,"NA","Individual","Tree","Plantation (Agroforestry)","Bangladesh",,,,,"Dinajpur, Bogra, Kushtia, Natore, Rajshahi, Pirojpur","0","0",6,12,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25",">100","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",62,167,552,"NA","Eucalyptus","NA","Y = -0.63517 + 0.020269 * X - 0.00007567 * X^(2)",115,"15","NA","NA",139,39,0.68,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
560,"NA","Individual","Tree","Plantation (Agroforestry)","Bangladesh",,,,,"Dinajpur, Bogra, Kushtia, Natore, Rajshahi, Pirojpur","0","0",6,12,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25",">90","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",56,268,923,"NA","Bokain, Ghora neem","NA","Y = -11.041653 + 2.1705 * Log (X)",143,"NA","NA","NA",139,39,0.935,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Diameter (D) should be changed by Girth (G) as mentioned in the text","mahmoodhossain@hotmail.com","verified"
561,"NA","Individual","Tree","Plantation (Agroforestry)","Bangladesh",,,,,"Dinajpur, Bogra, Kushtia, Natore, Rajshahi, Pirojpur","0","0",6,12,1,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","25",">90","5","15","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",56,268,923,"NA","Bokain, Ghora neem","NA","Y = -10.962743 + 1.888957 * Log (X) + 0.505435 * Log (Z)",143,"NA","NA","NA",139,39,0.951,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Diameter (D) should be changed by Girth (G) as mentioned in the text","mahmoodhossain@hotmail.com","verified"
562,"NA","Individual","Tree","Plantation (Agroforestry)","Bangladesh",,,,,"Dinajpur, Bogra, Kushtia, Natore, Rajshahi, Pirojpur","0","0",6,12,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25",">90","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",56,268,923,"NA","Bokain, Ghora neem","NA","Y = X/(7.16243 + 0.937244 * X + 0.000353 * X^(2))",143,"NA","NA","NA",139,39,0.988,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Volume under bark conversion","mahmoodhossain@hotmail.com",""
563,"NA","Individual","Tree","Plantation (Agroforestry)","Bangladesh",,,,,"Dinajpur, Bogra, Kushtia, Natore, Rajshahi, Pirojpur","0","0",6,12,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25",">90","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",56,268,923,"NA","Bokain, Ghora neem","NA","Y = X/(10.703146 + 0.969909 * X + 0.000286 * X^(2))",143,"5","NA","NA",139,39,0.962,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
564,"NA","Individual","Tree","Plantation (Agroforestry)","Bangladesh",,,,,"Dinajpur, Bogra, Kushtia, Natore, Rajshahi, Pirojpur","0","0",6,12,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25",">90","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",56,268,923,"NA","Bokain, Ghora neem","NA","Y = X/(59.67343 - 0.119535 * X + 0.006555 * X^(2))",131,"10","NA","NA",139,39,0.83,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
565,"NA","Individual","Tree","Plantation (Agroforestry)","Bangladesh",,,,,"Dinajpur, Bogra, Kushtia, Natore, Rajshahi, Pirojpur","0","0",6,12,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25",">90","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",56,268,923,"NA","Bokain, Ghora neem","NA","Y = -0.84408 + 0.034971 * X - 0.000185 * X^(2)",98,"15","NA","NA",139,39,0.788,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
566,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",91,205,733,"NA","Sundri","NA","Y = 1.51076 - 65.9963 * X",,"10","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Height class 1 is = 15.2 m, X is not transform value.","mahmoodhossain@hotmail.com",""
567,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",91,205,733,"NA","Sundri","NA","Y = -25.1612 + 10.2821 * Log (X) - 0.37283 * X",,"10","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Height class 2 is < 15.2 m to = 10.7 m; X is not transform value. This equation need to check for DBH more than 28 cm, it gives lower volume for trees having DBH more than 28 cm","mahmoodhossain@hotmail.com",""
568,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",91,205,733,"NA","Sundri","NA","Y = -28.3046 + 12.2165 * Log (X) - 0.5125 * X",,"10","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Height class 3 is < 10.7 m to = 6.1 m; X is not transform value. This equation need to check for DBH more than 24 cm, it gives lower volume for trees having DBH more than 24 cm","mahmoodhossain@hotmail.com",""
569,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","10","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",,"NA",91,205,733,"NA","Sundri","NA","Y = -5.8992 + 0.8007 * Log (X)",,"NA","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Height class 1 and 2 are > 10.7 m, X is not transform value.","mahmoodhossain@hotmail.com",""
570,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","10","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",,"NA",91,205,733,"NA","Sundri","NA","Y =  -3.4196 + (-5.7605/X)",,"NA","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Height class 3 is < 10.7 to > 6.1 m; X is not transform value. Value can not be negative","mahmoodhossain@hotmail.com",""
571,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","7.5","10","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",,"NA",91,205,733,"NA","Sundri","NA","Y =  -3.5730 + (-11.0395/X)",,"NA","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","For all height class, Height class 1 and 2 are > 10.7 m and Height class 3 is < 10.7 to > 6.1 m; X is not transform value. Value can not be negative","mahmoodhossain@hotmail.com",""
572,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",39,172,578,"NA","Gewa","NA","Y = -13.9498 + 4.4314 * Log (X) - 0.073475 * X",,"10","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Height class 1 is = 15.2 m, Moreover, need to check the equation; X is not transform value.","mahmoodhossain@hotmail.com",""
573,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",39,172,578,"NA","Gewa","NA","Y = -16.8329 + 5.96108 * Log (X) - 0.15932 * X",,"10","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Height class 2 is < 15.2 m to = 10.7 m and height class 3 is  < 10.7 m to = 6.1 m; This equation need to check for DBH more than 37 cm, it gives lower volume for trees having DBH more than 37 cm; X is not transform value.","mahmoodhossain@hotmail.com",""
574,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","7.5","10","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",,"NA",39,172,578,"NA","Gewa","NA","Y =  -4.1797 + (-4.9573/X)",,"NA","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","For all height class, Height class 1 and 2 are > 10.7 m and Height class 3 is < 10.7 to > 6.1 m; X is not transform value, value will be negative, therefor this equation need to be check","mahmoodhossain@hotmail.com",""
575,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","10","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",,"NA",39,172,578,"NA","Gewa","NA","Y =  -4.1205 + (-4.2572/X)",,"NA","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","For all height class, Height class 1 and 2 are > 10.7 m and Height class 3 is < 10.7 to > 6.1 m; X is not transform value, value will be negative, therefor this equation need to be check","mahmoodhossain@hotmail.com",""
576,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",51,384,1244,"NA","Keora","NA","Y = -15.9104 + 5.11582 * Log (X) - 0.0707 * X",,"10","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Height class 1 is = 15.2 m, height class 2 is < 15.2 m to = 10.7 m and height class 3 is  < 10.7 m to = 6.1 m; This equation need to check for DBH more than 72 cm, it gives lower volume for trees having DBH more than 72 cm; X is not transform value.","mahmoodhossain@hotmail.com",""
577,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","7.5","10","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",,"NA",51,384,1244,"NA","Keora","NA","Y = -4.6729 + 0.0342 * X",,"NA","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","For all height class, Height class 1 and 2 are > 10.7 m and Height class 3 is < 10.7 to > 6.1 m; X is not transform value.","mahmoodhossain@hotmail.com",""
578,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","10","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",,"NA",51,384,1244,"NA","Keora","NA","Y =  -7.0462 + 1.2163 * Log (X)",,"NA","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","For all height class, Height class 1 and 2 are > 10.7 m and Height class 3 is < 10.7 to > 6.1 m; X is not transform value.","mahmoodhossain@hotmail.com",""
579,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",9999,9999,9999,"NA","NA","NA","Y = -10.3302 + 3.08019 * Log (X) - 0.03026 * X",,"10","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Height class 1 is = 15.2 m, height class 2 is < 15.2 m to = 10.7 m; X is not transform value.","mahmoodhossain@hotmail.com",""
580,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",9999,9999,9999,"NA","NA","NA","Y = Log (0.001056 * X - 2 - 0.023601 * X + 0.17149)",,"10","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Height class 3 is  < 10.7 m to = 6.1 m; if DBH < 12 cm, equation for height class 1 will be applied; X is not transform value.","mahmoodhossain@hotmail.com",""
581,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",79,69,223,"NA","Kakra","NA","Y = -6.63463 + 1.48179 * Log (X) + 0.02088 * X",,"10","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Height class 1 is = 15.2 m, height class 2 is < 15.2 m to = 10.7 m; X is not transform value.","mahmoodhossain@hotmail.com",""
582,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",79,69,223,"NA","Kakra","NA","Y = -7.48278 + 1.71691 * Log (X) + 0.01095 * X",,"10","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Height class 3 is  < 10.7 m to = 6.1 m; X is not transform value.","mahmoodhossain@hotmail.com",""
583,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",9999,9999,9999,"NA","NA","NA","Y = -9.42143 + 2.61014 * Log (X) - 0.01155 * X",,"10","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Height class 1 is = 15.2 m; X is not transform value.","mahmoodhossain@hotmail.com",""
584,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",9999,9999,9999,"NA","NA","NA","Y = -10.2624 + 2.91335 * Log (X) - 0.02254 * X",,"10","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Height class 2 is < 15.2 m to = 10.7 m; X is not transform value.","mahmoodhossain@hotmail.com",""
585,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",9999,9999,9999,"NA","NA","NA","Y = -10.2715 + 2.83575 * Log (X) - 0.01932 * X",,"10","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Height class 3 is < 10.7 m to = 6.1 m;X is not transform value.","mahmoodhossain@hotmail.com",""
586,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",9999,9999,9999,"NA","NA","NA","Y = -10.8153 + 3.28405 * Log (X) - 0.05561 * X",,"10","NA","NA",140,40,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Miscellaneous mangrove species; X is not transform value.","mahmoodhossain@hotmail.com",""
587,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",1,"NA",91,205,733,"NA","Sundri","NA","Y = -0.02363 + 0.00001800 * X^(2) * Z + 0.0002210 * X^(2)",,"NA","NA","NA",141,41,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Tree having DBH =10 cm under bark with branches of 2 m long","mahmoodhossain@hotmail.com",""
588,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",1,"NA",91,205,733,"NA","Sundri","NA","Y = 0.008298 + 0.00001529 * X^(2) * Z + 0.0003505 * X^(2)",,"NA","NA","NA",141,41,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Tree having DBH =10 cm under bark with branches of 2 m long and non-merchantable crown/branch volume","mahmoodhossain@hotmail.com",""
589,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",91,205,733,"NA","Sundri","NA","Y = -0.0044196 + 0.00001364 * X^(2) * Z + 0.0002378 * X^(2)",,"NA","NA","NA",141,41,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Under bark bole volume up to crown point  for trees having DBH =10 cm under bark","mahmoodhossain@hotmail.com",""
590,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA",,"NA",91,205,733,"NA","Sundri","NA","Y = (0.008298 + 0.00001529 * X^(2) * Z + 0.0003505 * X^(2)) - (-0.02363 + 0.00001800 * X^(2) * Z + 0.0002210 * X^(2))",,"NA","NA","NA",141,41,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Tree having DBH =10 cm under bark","mahmoodhossain@hotmail.com",""
591,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",1,"NA",39,172,578,"NA","Gewa","NA","Y = 0.00003149 * X^(2) * Z",,"NA","NA","NA",141,41,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Tree having DBH =10 cm under bark with branches of 2 m long","mahmoodhossain@hotmail.com",""
592,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",1,"NA",39,172,578,"NA","Gewa","NA","Y = 0.00003797 * X^(2) * Z",,"NA","NA","NA",141,41,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Tree having DBH =10 cm under bark with branches of 2 m long and non-merchantable crown/branch volume","mahmoodhossain@hotmail.com",""
593,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",39,172,578,"NA","Gewa","NA","Y = 0.00003070 * X^(2) * Z",,"NA","NA","NA",141,41,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Under bark bole volume up to crown point  for trees having DBH =10 cm under bark","mahmoodhossain@hotmail.com",""
594,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA",,"NA",39,172,578,"NA","Gewa","NA","Y = -0.005021 + 0.0001890 * X * Z",,"NA","NA","NA",141,41,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Tree having DBH =10 cm under bark","mahmoodhossain@hotmail.com",""
595,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",1,"NA",51,384,1244,"NA","Keora","NA","Y = -0.0083256 + 0.00003824 * X^(2) * Z - 0.0001201 * X^(2)",,"NA","NA","NA",141,41,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Tree having DBH =10 cm under bark with branches of 2 m long","mahmoodhossain@hotmail.com",""
596,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",1,"NA",51,384,1244,"NA","Keora","NA","Y = 0.00003848 * X^(2) * Z",,"NA","NA","NA",141,41,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Tree having DBH =10 cm under bark with branches of 2 m long and non-merchantable crown/branch volume","mahmoodhossain@hotmail.com",""
597,"NA","Individual","Tree","Natural (Mangrove forest)","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",51,384,1244,"NA","Keora","NA","Y = 0.000002284 * X^(2) * Z + 0.0001526 * X * Z",,"NA","NA","NA",141,41,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Under bark bole volume up to crown point  for trees having DBH =10 cm under bark","mahmoodhossain@hotmail.com",""
